name,iata,icao,country
Exin,,EXN,Poland
Expertos En Carga,,EXR,Mexico
Expo Aviation,8D,EXV,Sri Lanka
Express Air,,FXA,United States
Express International Cargo,,EIC,S
Express Line Aircompany,,XPL,United States
Express Net Airlines,,XNA,United States
Express One International,EO,LHN,United States
Express Tours,,XTO,Canada
ExpressJet,XE,BTA,United States
Exxavia Limited,,JTM,Ireland
easyJet,U2,EZY,United Kingdom
NetJets,,EJA,United States
F.S. Air Service,,EYE,United States
FAI Airservice,,IFA,Germany
FINFO Flight Inspection Aircraft,,FLC,United States
FLM Aviation Mohrdieck,,FKI,Germany
FLTPLAN,,DCM,United States
FLowair Aviation,,FLW,France
FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt,,FMG,Germany
FR Aviation,,FRA,United Kingdom
FSB Flugservice & Development,,FSB,Germany
FSH Luftfahrtunternehmen,,LEJ,Germany
Fab Air,,FBA,Kyrgyzstan
Facts Air,,FCS,Mexico
Fair Aviation,,FAV,South Africa
Fair Wind Air Charter,,FWD,United Arab Emirates
Fairlines,,FLS,Netherlands
Fairoaks Flight Centre,,FFC,United Kingdom
Fairways Corporation,,FWY,United States
Falcon Air,,FCN,Sweden
Falcon Air,,FAR,Slovenia
Falcon Air Express,,FAO,United States
Falcon Airline,,FAU,Nigeria
Falcon Aviation,IH,,Sweden
Falcon Aviation Services,,FVS,United Arab Emirates
Falcon Jet Centre,,FJC,United Kingdom
Falwell Aviation,,FAW,United States
Far Eastern Air Transport,EF,EFA,Taiwan
Farmingdale State University,,FDL,United States
Farnair Hungary,,FAH,Hungary
Farnair Netherlands,,FRN,Netherlands
Farnair Switzerland,,FAT,Switzerland
Farnas Aviation Services,,RAF,Sudan
Faroecopter,,HBL,Denmark
Faroejet,F6,RCK,Faroe Islands
Farwest Airlines,,FRW,United States
Faso Airways,F3,FSW,Burkina Faso
Fast Helicopters,,FHL,United Kingdom
Fayban Air Services,,FAY,Nigeria
Fayetteville Flying Service and Scheduled Skyways System,,SKM,United States
Federal Air,,FDR,South Africa
Federal Airlines,,FLL,Sweden
Federal Armed Forces,,DCN,Germany
Federal Armored Service,,FRM,United States
Federal Aviation Administration,,NHK,United States
Federal Express,FX,FDX,United States
Feniks Airline,,FNK,Kazakhstan
Feria Aviacion,,FER,Spain
Fika Salaama Airlines,N8,HGK,Uganda
Finalair Congo,4S,FNC,Republic of the Congo
Financial Airxpress,,FAK,United States
Fine Airlines,,FBF,United States
Finist'air,,FTR,France
Finnair,AY,FIN,Finland
Finncomm Airlines,FC,WBA,Finland
Finnish Air Force,,FNF,Finland
Firefly,FY,FFM,Malaysia
First Air,7F,FAB,Canada
First Air Transport,,JRF,Japan
First Cambodia Airlines,,FCC,Cambodia
First Choice Airways,DP,FCA,United Kingdom
First City Air,,MBL,United Kingdom
First Flying Squadron,,GGA,United States
First Line Air,,FIR,Sierra Leone
First Sabre,,FTS,Mexico
Fischer Air,8F,FFR,Czech Republic
Fischer Air Polska,,FFP,Poland
Flagship Express Services,,FSX,United States
Flair Airlines,,FLE,Canada
Flamenco Airways,,WAF,United States
Flamingo Air,,FMR,United States
Flamingo Air-Line,,FLN,Kazakhstan
Flash Airlines,,FSH,Egypt
Fleet Requirements Air Direction Unit,,BWY,United Kingdom
Fleetair,,FLR,South Africa
Flexair,,FXY,Netherlands
Flexflight,,FXT,Denmark
Flight Alaska,,TUD,United States
Flight Calibration Service,,FCK,Germany
Flight Centre Victoria,,FCV,Canada
Flight Corporation,,FCP,New Zealand
Flight Dispatch Services,,FDP,Poland
Flight Express,,FLX,United States
Flight Inspection Center of the General Administration of Civil Aviation in China,,CFI,China
Flight Inspections and Systems,,LTS,Russia
Flight International,,IVJ,United States
Flight Line,,MIT,United States
Flight Ops International,,FOI,United States
Flight Options,,OPT,United States
Flight Precision Limited,,CLB,United Kingdom
Flight Safety Limited,,FSL,United Kingdom
Flight Support Sweden,,FSU,Sweden
Flight Trac,,CCK,United States
Flight Training Europe,,AYR,Spain
Flight West Airlines,,FWQ,Australia
Flight-Ops International,,KLO,Canada
Flightcraft,,CSK,United States
Flightexec,,FEX,Canada
Flightline,B5,FLT,United Kingdom
Flightpass Limited,,FPS,United Kingdom
Flightstar Corporation,,FSR,United States
Flightworks,,KDZ,United States
Flint Aviation Services,,FAZ,United States
Florida Air,,OJY,United States
Florida Coastal Airlines,PA,FCL,United States
Florida Department of Agriculture,,FFS,United States
Florida Jet Service,,FJS,United States
Florida West International Airways,RF,FWL,United States
Flugdienst Fehlhaber,,FFG,Germany
Flugschule Basel,,FLU,Switzerland
Flugschule Eichenberger,,EZB,Switzerland
Flugwerkzeuge Aviation Software,,FWZ,Austria
Fly Air,F2,FLM,Turkey
Fly CI Limited,,FCT,United Kingdom
Fly Europa Limited,,FEE,United Kingdom
Fly Excellent,,FXL,Sweden
Fly International Airways,,NVJ,Tunisia
Fly Line,,FIL,Spain
Fly Me Sweden,SH,FLY,Sweden
Fly Wex,,IAD,Italy
AirAsia X,D7,XAX,Malaysia
FlyLal,TE,LIL,Lithuania
FlyNordic,LF,NDC,Sweden
Flybaboo,F7,BBO,Switzerland
Flybe,BE,BEE,United Kingdom
Flycolumbia,,FCE,Spain
Flycom,,FLO,Slovenia
Flygaktiebolaget Gota Vingar,,GVG,Sweden
Flyglobespan,B4,GSM,United Kingdom
Flygprestanda,,FPA,Sweden
Flygtransporter I Nykoping,,ETS,Sweden
Flyguppdraget Backamo,,INU,Sweden
Flyhy Cargo Airlines,,FYH,Thailand
Flying Carpet Company,,FCR,Lebanon
Flying Service,,FYG,Belgium
Flying-Research Aerogeophysical Center,,FGP,Russia
Flylink Express,,FLK,Spain
Flyteam Aviation,,FTM,United Kingdom
Focus Air,,FKS,United States
Fokker,,FOP,Netherlands
Fonnafly,,NOF,Norway
Ford Motor Company,,FOB,United Kingdom
Formosa Airlines,VY,FOS,Taiwan
Formula One Management,,FOR,United Kingdom
Forth and Clyde Helicopter Services,,FHS,United Kingdom
Fortunair Canada,,FXC,Canada
Forward Air International Airlines,BN,,United States
Foster Aviation,,FSA,United States
Foster Yeoman,,JFY,United Kingdom
Fotografia F3,,FTE,Spain
Four Island Air,,FIA,Antigua and Barbuda
Four Star Aviation / Four Star Cargo,HK,FSC,United States
Four Winds Aviation,,WDS,United States
Foxair,,FXR,Italy
France Douanes,,FDO,France
Free Bird Airlines,,FHY,Turkey
Freedom Air,,FOM,New Zealand
Freedom Air,FP,FRE,United States
Freedom Air Services,,FFF,Nigeria
Freedom Airlines,,FRL,United States
Freedom Airways,,FAS,Cyprus
Freeway Air,,FWC,Netherlands
Freight Runners Express,,FRG,United States
Force Aerienne Francaise,,FAF,France
Aviation Legere De L'Armee De Terre,,FMY,France
France Marine Nationale,,FNY,France
Fresh Air,,FRR,Nigeria
Freshaer,,FAE,United Kingdom
Friendship Air Alaska,,FAL,United States
Friendship Airlines,,FLF,Uganda
Froggy Corporate Aviation,,FGY,Australia
Frontier Airlines,F9,FFT,United States
Frontier Commuter,,ITR,United States
Frontier Flying Service,2F,FTA,United States
Frontier Guard,,FNG,Finland
Fujairah Aviation Centre,,FUJ,United Arab Emirates
Fujian Airlines,,CFJ,China
Full Express,,GAX,United States
Fumigacion Aerea Andaluza,,FAM,Spain
Fun Flying Thai Air Service,,FFY,Thailand
Fundació Rego,,ROG,Spain
Funtshi Aviation Service,,FUN,Democratic Republic of the Congo
Futura Gael,,FGL,Ireland
Futura International Airways,FH,FUA,Spain
G & L Aviation,,GML,South Africa
G5 Executive,,EXH,Germany
GAK/Mitchell Aero,,MTA,United States
GATSA,,GGS,Mexico
GB Airlink,,GBX,United States
GB Airways,GT,GBL,United Kingdom
GCS Air Service,,GCS,United States
GEC Marconi Avionics,,FFU,United Kingdom
GECAS,,GCC,Ireland
GENSA,,GEN,Brazil
GETRA,,GET,Equatorial Guinea
GFW Aviation,,GFW,Australia
GH Stansted Limited,,GHI,United Kingdom
GM Helicopters,,GMG,Latvia
GP Express Airlines,,GPE,United States
GPM Aeroservicio,,GPR,Mexico
GR-Avia,,GIB,Guinea
GST Aero Aircompany,,BMK,Kazakhstan
GTA Air,,GTX,United States
Ga-Ma Helicoptere,,GAH,France
Gabon Express,,GBE,Gabon
Gabon-Air-Transport,,GRT,Gabon
Gacela Air Cargo,,GIG,Mexico
Gail Force Express,,GFC,United States
Gain Jet Aviation,,GNJ,Greece
Galair International,,SWF,United Kingdom
Galaircervis,,GLS,Ukraine
Galaxy Air,7O,GAL,Kyrgyzstan
Galaxy Airlines,,GXY,Japan
Galena Air Service,,GAS,United States
Galileo International,1G,,United States
Gama Aviation,,GMA,United Kingdom
Gambia International Airlines,GC,GNR,Gambia
Gambia New Millennium Air,,NML,Gambia
Gamisa Aviacion,,GMJ,Spain
Gandalf Airlines,G7,GNF,Italy
Gander Aviation,,GAN,Canada
Garden State Airlines,,GSA,United States
Garrison Aviation,,AHM,Canada
Garuda Indonesia,GA,GIA,Indonesia
Gatari Hutama Air Services,,GHS,Indonesia
Gauteng Air Cargo,,EGO,South Africa
Gavina,,GVN,Spain
Gazpromavia,4G,GZP,Russia
Geesair,,GEE,Canada
Gemini Air Cargo,GR,GCO,United States
Gendall Air,,GAB,Canada
Gendarmerie Belge,,GDB,Belgium
Gendarmie Nationale,,FGN,France
General Aerospace,,SWK,Canada
General Airways,,GWS,South Africa
General Aviation,,GNZ,Poland
General Aviation Flying Services,,GTH,United States
General Aviation Terminal,,XGA,Canada
General Motors,,GMC,United States
Genex,,GNX,Belarus
Geographic Air Surveys,,GSL,Canada
Georgian Airways,A9,TGZ,Georgia
Georgian Aviation Federation,,FGA,Georgia
Georgian Cargo Airlines Africa,,GGF,Senegal
Georgian National Airlines,QB,GFG,Georgia
DLR,,GPL,Germany
German Air Force,,GAF,Germany
German Army,,GAM,Germany
German Navy,,GNY,Germany
German Sky Airlines,,GHY,Germany
Germania,ST,GMI,Germany
Germanwings,4U,GWI,Germany
Gerry's Dnata,,GDN,Pakistan
Gesekkschaft Fur Flugzieldarstellung,,GFD,Germany
Gestair,GP,GES,Spain
Gestar,,GTR,Chile
Gestion Aerea Ajecutiva,,GJT,Spain
Ghadames Air Transport,,GHT,Libya
Ghana Airways,,GHA,Ghana
Ghana International Airlines,G0,GHB,Ghana
Gibson Aviation,,NTC,United States
Global Air Charter,,RPS,United States
Global Air Operations,,GAG,Comoros
Global Air Services Nigeria,,GBS,Nigeria
Global Aircargo,,GLC,Bahrain
Global Airways,,BSP,Democratic Republic of Congo
Global Aviation Operations,,GBB,South Africa
Global Aviation and Services Group,,GAK,Libya
Global Georgian Airways,,GGZ,Georgia
Global Jet Austria,,GLJ,Austria
Global Jet Corporation,,NSM,United States
Global Jet Luxembourg,,SVW,Luxembourg
Global Sky Aircharter,,GSK,United States
Global Supply Systems,,GSS,United Kingdom
Global System,,XGS,United States
Global Weather Dynamics,,XGW,United States
Global Wings,,GLW,Japan
Globe Jet,,GJA,Lebanon
Go Air,G8,GOW,India
Go One Airways,GK,,United Kingdom
GoJet Airlines,G7,GJS,United States
Gobierno De Guinea Ecuatorial,,GGE,Equatorial Guinea
Gof-Air,,GOF,Mexico
Gofir,,GOI,Switzerland
Gol Transportes Aéreos,G3,GLO,Brazil
Gold Belt Air Transport,,GBT,Canada
GoldAir,,GDA,United Kingdom
Goldeck-Flug,,GDK,Austria
Golden Air,DC,GAO,Sweden
Golden Airlines,,GDD,United States
Golden Pacific Airlines,,GPA,United States
Golden Rule Airlines,,GRS,Kyrgyzstan
Golden Star Air Cargo,,GLD,Sudan
Goldfields Air Services,,GOS,Australia
Golfe Air Quebec,,GAQ,Canada
Goliaf Air,,GLE,Sao Tome and Principe
Gomel Airlines,,GOM,Belarus
Goodridge (UK) Limited,,RDR,United Kingdom
Gorkha Airlines,G1,IKA,Nepal
Gorlitsa Airlines,,GOR,Ukraine
Government Flying Service,,HKG,Hong Kong SAR of China
Government of Zambia Communications Flight,,GRZ,Zambia
Grampian Flight Centre,,HLD,United Kingdom
Granada Aviacion,,GAV,Spain
Grand Aire Express,,GAE,United States
Grand Airways,,GND,United States
Grand Canyon Airlines,,CVU,United States
Grant Aviation,GS,GUN,United States
Grantex Aviation,,LMK,United Kingdom
Great American Airways,,GRA,United States
Great Lakes Airlines,ZK,GLA,United States
Great Lakes Airways (Uganda),,GLU,Uganda
Great Plains Airlines,,GRP,United States
Great Wall Airlines,IJ,GWL,China
Great Western Air,,GWA,United States
Hellenic Air Force,,HAF,Greece
Greek Navy,,HNA,Greece
Griffin Aviation,,GFF,Cyprus
Grixona,,GXA,Moldova
Grizodubova Air Company,,GZD,Russia
Grossmann Air Service,,HTG,Austria
Grossmann Jet Service,,GSJ,Czech Republic
Ground Handling Service de Mexico,,GHV,Mexico
Grup Air-Med,,GPM,Spain
Grupo De Aviacion Ejecutiva,,EJC,Mexico
Grupo TACA,TA,TAT,Costa Rica
Grupo Vuelos Mediterraneo,,VMM,Spain
Grupoaereo Monterrey,,GMT,Mexico
Guard Systems,,GSY,Norway
Guine Bissaur Airlines,G6,BSR,Guinea-Bissau
Guinea Airways,,GIJ,Guinea
Guinea Cargo,,GNC,Equatorial Guinea
Guinee Airlines,J9,GIF,Guinea
Guinea Ecuatorial Airlines,,GEA,Equatorial Guinea
Guinee Paramount Airlines,,GIQ,Guinea
Guizhou Airlines,,CGH,China
Guja,,GUS,Mexico
Gujarat Airways,G8,GUJ,India
Gulf & Caribbean Cargo / Contract Air Cargo,,TSU,United States
Gulf African Airlines - Gambia,,GUF,
Gulf Air,,GFA,Oman
Gulf Air Bahrain,GF,GBA,Bahrain
Gulf Air Inc,,GAT,United States
Gulf Central Airlines,,GCN,United States
Gulf Flite Center,,SFY,United States
Gulf Pearl Air Lines,,GPC,Libya
Gulfstream Aerospace,,GLF,United States
Gulfstream Airlines,,GFS,United States
Gulfstream International Airlines,,GFT,United States
Gull Air,,GUL,United States
Gum Air,,GUM,Suriname
Guneydogu Havacilik Isletmesi,,GDH,Turkey
Guyana Airways 2000,GY,,
Gwyn Aviation,,GWN,United Kingdom
HC Airlines,,HLA,United Kingdom
HPM Investments,,HWD,United Kingdom
HT Helikoptertransport,,KTR,Sweden
HTA Helicopteros,,AHT,Portugal
Hadison Aviation,,FMS,United States
Hageland Aviation Services,H6,HAG,United States
Hagondale Limited,,POW,United Kingdom
Hahn Air,HR,HHN,Germany
Hainan Airlines,HU,CHH,China
Hainan Phoenix Information Systems,1R,,China
Haiti Air Freight,,HLS,Haiti
Haiti Ambassador Airlines,2T,HAM,Haiti
Haiti International Air,,HTI,Haiti
Haiti International Airline,,HRB,Haiti
Haiti National Airlines (HANA),,HNR,Haiti
Haiti North Airline,,HTN,Haiti
Haiti Trans Air,,HTC,Haiti
Haitian Aviation Line,,HBC,Haiti
Hajvairy Airlines,,HAJ,Pakistan
Hak Air,,HKL,Nigeria
Hala Air,,HLH,Sudan
Halcyon Air/Bissau Airways,,HCN,Guinea-Bissau
Hamburg International,4R,HHI,Germany
Hamlin Jet,,HJL,United Kingdom
Hamra Air,,HMM,United Arab Emirates
Hand D Aviation,,WVA,United States
Hangar 8,,HGR,United Kingdom
Hangard Aviation,,HGD,Mongolia
Hansung Airlines,,HAN,Republic of Korea
TUIfly,X3,HLX,Germany
Hapagfly,HF,HLF,Germany
Harbor Airlines,HB,HAR,United States
Harmony Airways,HQ,HMY,Canada
Haughey Air,,NBR,United Kingdom
Haverfordwest Air Charter Services,,PYN,United Kingdom
Havilah Air Services,,HAV,Nigeria
Hawaiian Airlines,HA,HAL,United States
Hawaiian Pacific Airlines,HP,,United States
Hawk Air,,HKR,Argentina
Hawk De Mexico,,HMX,Mexico
Hawkair,BH,,Canada
Hawkaire,,HKI,United States
Hazelton Airlines,,HZL,Australia
Heavylift Cargo Airlines,HN,HVY,Australia
Heavylift International,,HVL,United Arab Emirates
Helcopteros De Cataluna,,HDC,Spain
Helenair (Barbados),,HCB,Barbados
Helenair Corporation,,HCL,Saint Lucia
Helenia Helicopter Service,,HHP,Denmark
Heli Air Services,,HLR,Bulgaria
Heli Ambulance Team,,ALJ,Austria
Heli Bernina,,HEB,Switzerland
Heli France,8H,HFR,France
Heli Hungary,,HYH,Hungary
Heli Medwest De Mexico,,HLM,Mexico
Heli Securite,,HLI,France
Heli Trip,,HTP,Mexico
Heli Union Heli Prestations,,HLU,France
Heli-Air-Monaco,,MCM,Monaco
Heli-Holland,,HHE,Netherlands
Heli-Iberica,,HRA,Spain
Heli-Iberica Fotogrametria,,HIF,Spain
Heli-Inter Guyane,,HIG,France
Heli-Link,,HLK,Switzerland
Heliamerica De Mexico,,HMC,Mexico
Heliavia-Transporte Aereo,,HEA,Portugal
Heliaviation Limited,,CDY,United Kingdom
Helibravo Aviacao,,HIB,Portugal
Helicap,,HLC,France
Helicentre Coventry,,COV,United Kingdom
Helicol,,HEL,Colombia
Helicopter,,HCP,Czech Republic
Helicopter & Aviation Services,,JKY,United Kingdom
Helicopter Training & Hire,,MVK,United Kingdom
Helicopteros Aero Personal,,HAP,Mexico
Helicopteros Agroforestal,,HAA,Chile
Helicopteros Internacionales,,HNT,Mexico
Helicopteros Y Vehiculos Nacionales Aereos,,HEN,Mexico
Helicsa,,HHH,Spain
Helijet,JB,JBA,Canada
Helikopterdrift,,HDR,Norway
Helikopterservice Euro Air,,SCO,Sweden
Heliocean,,OCE,France
Helios Airways,ZU,HCY,Cyprus
Helipistas,,HLP,Spain
Heliportugal,,HPL,Portugal
Heliservicio Campeche,,HEC,Mexico
Helisul,,HSU,Portugal
Heliswiss,,HSI,Switzerland
Helitafe,,HLT,Mexico
Helitalia,,HIT,Italy
Helitaxi Ofavi,,OFA,Mexico
Helitrans,,HTA,Norway
Helitrans Air Service,,HTS,United States
Heliworks,,HLW,Chile
Hellas Jet,T4,HEJ,Greece
Hello,HW,FHE,Switzerland
Helog,,HLG,Switzerland
Helvetic Airways,2L,OAW,Switzerland
Hemus Air,DU,HMS,Bulgaria
Henebury Aviation,,HAC,Australia
Heritiage Flight (Valley Air Services),,SSH,United States
Herman's Markair Express,,MRX,United States
Herritage Aviation Developments,,HED,United Kingdom
Hewa Bora Airways,EO,ALX,Democratic Republic of the Congo
Hex'Air,UD,HER,France
Hi-Jet Helicopter Services,,HHS,Suriname
Hi Fly,5K,HFY,Portugal
High-Line Airways,,HLB,Canada
Highland Airways,,HWY,United Kingdom
Hispaniola Airways,,HIS,Dominican Republic
Hogan Air,,HGA,United States
Hokkaido Air System,,NTH,Japan
Hokkaido International Airlines,HD,ADO,Japan
Hokuriki-Koukuu Company,,ABH,Japan
Hola Airlines,H5,HOA,Spain
Holding International Group,,HIN,Mexico
Holiday Airlines,,HOL,United States
Holstenair Lubeck,,HTR,Germany
Homac Aviation,,HMV,Luxembourg
Honduras Airlines,,HAS,Honduras
Hong Kong Airlines,HX,CRK,Hong Kong SAR of China
Hong Kong Express Airways,UO,HKE,Hong Kong SAR of China
Honiara Cargo Express,,HEX,Solomon Islands
Hop-A-Jet,,HPJ,United States
Hope Air,HH,,Canada
Horizon Air,QX,QXE,United States
Horizon Air Service,,KOK,United States
Horizon Air for Transport and Training,,HSM,Libya
Horizon Air-Taxi,,HOR,Switzerland
Horizon Airlines,BN,HZA,Australia
Horizon Plus,,HPS,Bangladesh
Horizons Unlimited,,HUD,United States
Horizontes Aereos,,HOZ,Mexico
Hoteles Dinamicos,,HDI,Mexico
Houston Helicopters,,HHO,United States
Houston Jet Services,,GGV,Austria
Hozu-Avia,,OZU,Kazakhstan
Hub Airlines,,HUB,United States
Huessler Air Service,,HUS,United States
Hughes Aircraft Company,,GMH,United States
Hummingbird Helicopter Service,,WHR,United States
Hunair Hungarian Airlines,,HUV,Hungary
Hungarian Air Force,,HUF,Hungary
Hyack Air,,HYA,Canada
Hydro Air Flight Operations,,HYC,South Africa
Hydro-Québec,,HYD,Canada
Héli Sécurité Helicopter Airlines,H4,,France
International Air Carrier Association,,ITC,Belgium
IBC Airways,II,CSQ,United States
IBL Aviation,,IBL,Mauritius
IBM Euroflight Operations,,BBL,Switzerland
ICAO,,YYY,
ICAR Airlines,C3,,Ukraine
ICC Canada,,CIC,Canada
IDG Technology Air,,IDG,Czech Republic
IFL Group,,IFL,United States
II Lione Alato Arl,,RDE,United Kingdom
IJM International Jet Management,,IJM,Austria
IKI International Airlines,,IKK,Japan
IKON FTO,,IKN,Germany
IMP Aviation Services,,BLU,Canada
IMP Group Aviation Services,,XGG,Canada
INFINI Travel Information,1F,,Japan
IPEC Aviation,,IPA,Australia
IPM Europe,,IPM,United Kingdom
IRS Airlines,,LVB,Nigeria
ISD Avia,,ISD,Ukraine
ITA Software,1U,,United States
IVV Femida,,FDF,Russia
Iberia Airlines,IB,IBE,Spain
Ibertour Servicios Aereos,,IBR,Spain
Ibertrans Aerea,,IBT,Spain
Iberworld,TY,IWD,Spain
Ibex Airlines,FW,IBX,Japan
Ibicenca Air,,IBC,Spain
Ibk-Petra,,AKI,Sudan
Icar Air,,RAC,Bosnia and Herzegovina
Icare Franche Compte,,FRC,France
Icaro,,ICD,Ecuador
Icaro,,ICA,Italy
Icarus,,IUS,Italy
Icejet,,ICJ,Iceland
Icelandair,FI,ICE,Iceland
Icelandic Coast Guard,,ICG,Iceland
Ikaros DK,,IKR,Denmark
Il Ciocco International Travel Service,,CIO,Italy
Il-Avia,,ILV,Russia
Ildefonso Redriguez,,IDL,Mexico
Iliamna Air Taxi,,IAR,United States
Ilpo Aruba Cargo,,ILP,Aruba
Ilyich-Avia,,ILL,Ukraine
Imaer,,IMR,Portugal
Imair Airlines,IK,ITX,Azerbaijan
Imperial Airways,,PNX,United States
Imtrec Aviation,,IMT,Cambodia
Independence Air,DH,IDE,United States
Independent Air Freighters,,IDP,Australia
IndiGo Airlines,6E,IGO,India
India International Airways,,IIL,India
Indian Air Force,,IFC,India
Indian Airlines,IC,IAC,India
Indicator Company,,IDR,Hungary
Indigo,I9,IBU,United States
Indonesia Air Transport,,IDA,Indonesia
Indonesia AirAsia,QZ,AWQ,Indonesia
Indonesian Airlines,IO,IAA,Indonesia
Industri Pesawat Terbang Nusantara,,IPN,Indonesia
Industrias Titan,,ITN,Spain
Infinit Air,,FFI,Spain
Inflite The Jet Centre,,INS,United Kingdom
Innotech Aviation,,IVA,Canada
Insel Air International,,INC,Netherlands Antilles
Instituto Cartografico de Cataluna,,ICC,Spain
Intair,,INT,Canada
Intal Avia,,INL,Kyrgyzstan
Intavia Limited,,FFL,United Kingdom
InteliJet Airways,IJ,IJT,Colombia
Intensive Air,,XRA,South Africa
Inter Air,,ITW,Bulgaria
Inter Express,,INX,Turkey
Inter Islands Airlines,H4,IIN,Cape Verde
Inter RCA,,CAR,Central African Republic
Inter Tropic Airlines,,NTT,Sierra Leone
Inter-Air,,ITA,United States
Inter-Canadian,,ICN,Canada
Inter-Island Air,,UGL,United States
Inter-Mountain Airways,,IMA,United States
Inter-State Aviation,,ITS,United States
Interair South Africa,D6,ILN,South Africa
